,Players,Costs,Total points,Positions,PPG,Team,Points per mil,Clean name
47,Janelt,5.0,55,MID,2.8,BRE,11.00,janelt
48,Ghoddos,5.3,26,MID,1.7,BRE,4.91,ghoddos
49,Jensen,4.9,37,MID,1.9,BRE,7.55,jensen
50,Roerslev,4.2,28,DEF,2.0,BRE,6.67,roerslev
51,Sørensen,4.3,6,DEF,1.2,BRE,1.40,sørensen
52,Pinnock,4.5,70,DEF,2.8,BRE,15.56,pinnock
53,Mbeumo,5.2,73,MID,3.2,BRE,14.04,mbeumo
54,Onyeka,4.9,33,MID,1.8,BRE,6.73,onyeka
55,Ajer,4.4,37,DEF,2.8,BRE,8.41,ajer
56,Baptiste,4.9,32,MID,1.7,BRE,6.53,baptiste
57,Wissa,5.8,42,MID,2.3,BRE,7.24,wissa
58,Fernández,4.5,31,GKP,2.6,BRE,6.89,fernandez
59,Stevens,3.9,1,DEF,1.0,BRE,0.26,stevens
60,Zanka,4.5,12,DEF,1.7,BRE,2.67,zanka
61,Lössl,4.5,2,GKP,1.0,BRE,0.44,lossl
62,Lallana,5.3,40,MID,2.0,BHA,7.55,lallana
63,Steele,4.0,2,GKP,2.0,BHA,0.50,steele
64,Groß,5.7,40,MID,2.4,BHA,7.02,groß
65,Duffy,4.1,47,DEF,2.9,BHA,11.46,duffy
66,Dunk,4.8,52,DEF,3.2,BHA,10.83,dunk
67,March,5.3,33,MID,1.7,BHA,6.23,march
68,Webster,4.4,53,DEF,3.5,BHA,12.05,webster
69,Veltman,4.2,54,DEF,2.6,BHA,12.86,veltman
70,Maupay,6.6,89,FWD,3.9,BHA,13.48,maupay
71,Trossard,6.0,77,MID,3.3,BHA,12.83,trossard
72,Sánchez,4.6,84,GKP,3.5,BHA,18.26,sanchez
73,Bissouma,4.4,35,MID,2.1,BHA,7.95,bissouma
74,Lamptey,4.5,52,DEF,2.9,BHA,11.56,lamptey
75,Alzate,4.8,10,MID,1.4,BHA,2.08,alzate
76,Mac Allister,5.3,63,MID,3.1,BHA,11.89,mac allister
77,Moder,4.5,53,MID,2.2,BHA,11.78,moder
78,Welbeck,5.9,36,FWD,3.0,BHA,6.10,welbeck
79,Mwepu,5.9,35,MID,3.2,BHA,5.93,mwepu
80,Cucurella,5.1,80,DEF,3.6,BHA,15.69,cucurella
81,Sarmiento,4.5,2,MID,1.0,BHA,0.44,sarmiento
82,Ferguson,4.5,1,FWD,1.0,BHA,0.22,ferguson
83,Tarkowski,4.9,57,DEF,2.9,BUR,11.63,tarkowski
84,Pieters,4.2,26,DEF,2.9,BUR,6.19,pieters
85,Cork,4.4,18,MID,2.0,BUR,4.09,cork
86,Stephens,4.4,3,MID,1.5,BUR,0.68,stephens
87,Rodriguez,5.2,33,FWD,1.8,BUR,6.35,rodriguez
88,Barnes,5.2,12,FWD,1.1,BUR,2.31,barnes
89,Mee,4.8,56,DEF,3.1,BUR,11.67,mee
90,Westwood,5.3,50,MID,2.6,BUR,9.43,westwood
91,Gudmundsson,5.4,33,MID,1.8,BUR,6.11,gudmundsson
92,Lowton,4.4,56,DEF,3.1,BUR,12.73,lowton
93,Vydra,5.2,27,FWD,1.7,BUR,5.19,vydra
94,Pope,5.4,79,GKP,4.0,BUR,14.63,pope
95,Taylor,4.4,45,DEF,2.8,BUR,10.23,taylor
96,Brownhill,4.3,40,MID,2.1,BUR,9.30,brownhill
97,McNeil,5.7,52,MID,2.4,BUR,9.12,mcneil
98,Collins,4.3,21,DEF,3.5,BUR,4.88,collins
99,Hennessey,4.5,4,GKP,2.0,BUR,0.89,hennessey
100,Lennon,4.9,31,MID,2.4,BUR,6.33,lennon
101,Cornet,5.9,58,MID,4.1,BUR,9.83,cornet
102,Roberts,4.5,26,DEF,4.3,BUR,5.78,roberts
103,Weghorst,6.5,21,FWD,5.2,BUR,3.23,weghorst
104,Azpilicueta,5.6,67,DEF,3.9,CHE,11.96,azpilicueta
105,Thiago Silva,5.6,100,DEF,4.8,CHE,17.86,thiago silva
106,Alonso,5.6,78,DEF,4.1,CHE,13.93,alonso
107,Jorginho,5.8,86,MID,4.1,CHE,14.83,jorginho
108,Barkley,5.2,7,MID,1.4,CHE,1.35,barkley
109,Kovacic,5.0,65,MID,3.8,CHE,13.00,kovacic
110,Rüdiger,6.1,108,DEF,4.5,CHE,17.70,rudiger
111,Arrizabalaga,4.7,19,GKP,4.8,CHE,4.04,arrizabalaga
112,Kanté,4.9,48,MID,3.0,CHE,9.80,kante
113,Ziyech,7.3,63,MID,4.5,CHE,8.63,ziyech
114,Loftus-Cheek,5.4,31,MID,2.4,CHE,5.74,loftus-cheek
115,Christensen,4.6,48,DEF,3.4,CHE,10.43,christensen
116,Werner,8.6,24,FWD,2.2,CHE,2.79,werner
117,Chilwell,5.6,54,DEF,9.0,CHE,9.64,chilwell
118,Pulisic,7.9,39,MID,3.0,CHE,4.94,pulisic
119,Mount,7.5,104,MID,5.0,CHE,13.87,mount
120,Hudson-Odoi,5.3,49,MID,3.3,CHE,9.25,hudson-odoi
121,Havertz,7.8,52,MID,3.1,CHE,6.67,havertz
122,James,6.2,91,DEF,5.7,CHE,14.68,james
123,Mendy,6.1,89,GKP,4.2,CHE,14.59,mendy
124,Sarr,4.9,21,DEF,5.2,CHE,4.29,sarr
125,Chalobah,4.7,57,DEF,4.1,CHE,12.13,chalobah
126,Lukaku,11.5,61,FWD,3.6,CHE,5.30,lukaku
127,Saúl,4.9,5,MID,0.8,CHE,1.02,saul
128,Gallagher,6.2,105,MID,5.0,CRY,16.94,gallagher
129,Guaita,4.6,72,GKP,3.3,CRY,15.65,guaita
130,Tomkins,4.3,17,DEF,2.1,CRY,3.95,tomkins
131,McArthur,4.3,36,MID,2.8,CRY,8.37,mcarthur
132,Benteke,6.1,54,FWD,2.6,CRY,8.85,benteke
133,Kouyaté,4.5,55,DEF,3.1,CRY,12.22,kouyate
134,Milivojevic,5.3,15,MID,1.5,CRY,2.83,milivojevic
135,Ayew,5.8,52,FWD,2.3,CRY,8.97,ayew
136,Zaha,6.8,72,MID,3.6,CRY,10.59,zaha
137,Schlupp,5.4,46,MID,2.3,CRY,8.52,schlupp
138,Butland,4.4,15,GKP,3.8,CRY,3.41,butland
139,Riedewald,4.7,4,MID,1.3,CRY,0.85,riedewald
140,Mateta,5.2,19,FWD,1.9,CRY,3.65,mateta
141,Eze,5.9,7,MID,1.2,CRY,1.19,eze
142,Ferguson,4.5,1,DEF,1.0,CRY,0.22,ferguson
143,Mitchell,4.5,70,DEF,2.8,CRY,15.56,mitchell
144,Hughes,4.7,27,MID,2.7,CRY,5.74,hughes
145,Olise,5.4,49,MID,2.7,CRY,9.07,olise
146,Ward,4.5,55,DEF,2.4,CRY,12.22,ward
147,Guéhi,4.5,74,DEF,3.1,CRY,16.44,guehi
148,Andersen,4.5,63,DEF,3.0,CRY,14.00,andersen
149,Clyne,4.3,4,DEF,1.3,CRY,0.93,clyne
150,Rak-Sakyi,4.4,1,MID,1.0,CRY,0.23,rak-sakyi
151,Edouard,6.6,80,FWD,3.8,CRY,12.12,edouard
152,El Ghazi,5.6,21,MID,2.1,EVE,3.75,el ghazi
153,Delph,4.3,6,MID,1.0,EVE,1.40,delph
154,Coleman,4.9,47,DEF,2.6,EVE,9.59,coleman
155,Keane,4.8,69,DEF,3.1,EVE,14.38,keane
156,Pickford,4.9,68,GKP,3.1,EVE,13.88,pickford
157,Allan,4.3,48,MID,2.4,EVE,11.16,allan
158,André Gomes,4.9,14,MID,1.3,EVE,2.86,andre gomes
159,Doucouré,5.3,63,MID,3.9,EVE,11.89,doucoure
160,Iwobi,5.8,36,MID,2.4,EVE,6.21,iwobi
161,Mina,4.9,16,DEF,1.6,EVE,3.27,mina
162,Calvert-Lewin,7.8,29,FWD,3.6,EVE,3.72,calvert-lewin
163,Holgate,4.2,21,DEF,1.8,EVE,5.00,holgate
164,Godfrey,4.7,29,DEF,1.7,EVE,6.17,godfrey
165,Richarlison,7.5,57,FWD,3.6,EVE,7.60,richarlison
166,van de Beek,5.7,20,MID,1.8,EVE,3.51,van de beek
167,Dele,6.2,29,MID,2.2,EVE,4.68,dele
168,Begović,4.0,1,GKP,1.0,EVE,0.25,begovic
169,Townsend,5.2,64,MID,3.4,EVE,12.31,townsend
170,Gray,5.5,73,MID,3.6,EVE,13.27,gray
171,Kenny,4.4,15,DEF,2.5,EVE,3.41,kenny
172,Gordon,4.5,58,MID,2.9,EVE,12.89,gordon
173,Branthwaite,4.0,9,DEF,4.5,EVE,2.25,branthwaite
174,Rondón,6.0,24,FWD,1.7,EVE,4.00,rondon
175,Dobbin,4.5,2,FWD,0.7,EVE,0.44,dobbin
176,Tosun,5.0,1,FWD,1.0,EVE,0.20,tosun
177,Onyango,4.5,3,MID,1.0,EVE,0.67,onyango
178,Mykolenko,5.0,1,DEF,1.0,EVE,0.20,mykolenko
179,Schmeichel,4.8,69,GKP,3.0,LEI,14.38,schmeichel
180,Evans,5.4,19,DEF,1.9,LEI,3.52,evans
181,Albrighton,5.2,27,MID,2.2,LEI,5.19,albrighton
182,Vardy,10.3,79,FWD,4.9,LEI,7.67,vardy
183,Pereira,5.2,27,DEF,2.7,LEI,5.19,pereira
184,Amartey,3.8,24,DEF,1.7,LEI,6.32,amartey
185,Castagne,5.3,29,DEF,1.8,LEI,5.47,castagne
186,Tielemans,6.4,86,MID,4.5,LEI,13.44,tielemans
187,Pérez,5.7,13,MID,1.6,LEI,2.28,perez
188,Maddison,6.8,100,MID,4.3,LEI,14.71,maddison
189,Iheanacho,6.9,46,FWD,2.9,LEI,6.67,iheanacho
190,Choudhury,4.4,4,MID,1.0,LEI,0.91,choudhury
191,Barnes,6.5,65,MID,3.6,LEI,10.00,barnes
192,Ndidi,4.8,35,MID,2.2,LEI,7.29,ndidi
193,Söyüncü,4.9,36,DEF,1.8,LEI,7.35,soyuncu
194,Justin,4.9,4,DEF,1.0,LEI,0.82,justin
195,Thomas,4.3,33,DEF,2.2,LEI,7.67,thomas
196,Vestergaard,4.7,11,DEF,1.1,LEI,2.34,vestergaard
197,Daka,7.2,48,FWD,4.0,LEI,6.67,daka
198,Soumaré,4.8,33,MID,1.9,LEI,6.88,soumare
199,Bertrand,4.6,4,DEF,1.0,LEI,0.87,bertrand
200,Dewsbury-Hall,4.4,28,MID,2.0,LEI,6.36,dewsbury-hall
201,Lookman,6.0,51,MID,3.0,LEI,8.50,lookman
202,Cooper,4.4,41,DEF,2.7,LEE,9.32,cooper
203,Ayling,4.3,28,DEF,1.9,LEE,6.51,ayling
204,Klich,5.2,44,MID,2.3,LEE,8.46,klich
205,Rodrigo,6.2,47,FWD,2.8,LEE,7.58,rodrigo
206,Dallas,4.9,60,MID,2.5,LEE,12.24,dallas
207,Bamford,7.7,25,FWD,4.2,LEE,3.25,bamford
208,Llorente,4.5,47,DEF,2.6,LEE,10.44,llorente
209,Phillips,4.7,25,MID,2.1,LEE,5.32,phillips
210,Roberts,4.8,32,MID,1.5,LEE,6.67,roberts
211,Koch,4.3,6,DEF,0.8,LEE,1.40,koch
212,Raphinha,6.5,100,MID,4.5,LEE,15.38,raphinha
213,Shackleton,4.4,16,MID,1.5,LEE,3.64,shackleton
214,Struijk,4.3,16,DEF,0.9,LEE,3.72,struijk
215,Meslier,4.8,63,GKP,2.6,LEE,13.12,meslier
216,Harrison,5.5,65,MID,3.1,LEE,11.82,harrison
217,James,6.0,70,MID,3.2,LEE,11.67,james
218,Firpo,4.7,13,DEF,0.9,LEE,2.77,firpo
219,Greenwood,4.5,1,FWD,1.0,LEE,0.22,greenwood
220,Summerville,4.5,5,MID,1.0,LEE,1.11,summerville
221,Forshaw,4.5,27,MID,1.8,LEE,6.00,forshaw
222,Cresswell,4.0,4,DEF,1.0,LEE,1.00,cresswell
223,McCarron,4.4,1,MID,1.0,LEE,0.23,mccarron
224,Gelhardt,4.6,24,FWD,2.7,LEE,5.22,gelhardt
225,McKinstry,4.3,1,MID,1.0,LEE,0.23,mckinstry
226,Hjelde,4.0,2,DEF,1.0,LEE,0.50,hjelde
227,Bate,4.5,1,MID,1.0,LEE,0.22,bate
228,Milner,4.9,27,MID,1.7,LIV,5.51,milner
229,Henderson,5.0,77,MID,3.5,LIV,15.40,henderson
230,Matip,4.9,82,DEF,4.1,LIV,16.73,matip
231,Thiago,5.3,36,MID,2.6,LIV,6.79,thiago
232,Chamberlain,5.8,42,MID,2.5,LIV,7.24,chamberlain
233,Firmino,8.7,49,FWD,3.3,LIV,5.63,firmino
234,van Dijk,6.7,118,DEF,5.1,LIV,17.61,van dijk
235,Mané,11.7,107,MID,4.9,LIV,9.15,mane
236,Alisson,6.0,108,GKP,4.7,LIV,18.00,alisson
237,Fabinho,5.4,69,MID,3.8,LIV,12.78,fabinho
238,Salah,13.1,191,MID,8.3,LIV,14.58,salah
239,Robertson,7.2,105,DEF,5.8,LIV,14.58,robertson
240,Origi,4.8,15,FWD,3.8,LIV,3.12,origi
241,Minamino,5.1,19,MID,1.9,LIV,3.73,minamino
242,Alexander-Arnold,8.5,156,DEF,7.1,LIV,18.35,alexander-arnold
243,Gomez,4.7,6,DEF,1.2,LIV,1.28,gomez
244,Keita,5.0,39,MID,3.0,LIV,7.80,keita
245,Jota,8.4,126,MID,5.5,LIV,15.00,jota
246,Kelleher,4.3,8,GKP,4.0,LIV,1.86,kelleher
247,Konaté,5.1,21,DEF,3.0,LIV,4.12,konate
248,Jones,5.0,28,MID,3.1,LIV,5.60,jones
249,Tsimikas,3.7,38,DEF,3.8,LIV,10.27,tsimikas
250,Elliott,5.3,10,MID,2.0,LIV,1.89,elliott
251,Morton,4.5,1,MID,0.5,LIV,0.22,morton
252,Gordon,4.5,1,MID,1.0,LIV,0.22,gordon
253,Luis Díaz,8.0,12,MID,6.0,LIV,1.50,luis diaz
254,Grealish,7.5,58,MID,3.4,MCI,7.73,grealish
255,Walker,5.4,70,DEF,4.4,MCI,12.96,walker
256,Gündogan,7.1,82,MID,4.6,MCI,11.55,gundogan
257,De Bruyne,12.0,99,MID,5.2,MCI,8.25,de bruyne
258,Stones,5.2,45,DEF,5.6,MCI,8.65,stones
259,Mahrez,8.7,96,MID,5.1,MCI,11.03,mahrez
260,Sterling,10.7,110,MID,5.0,MCI,10.28,sterling
261,Cancelo,7.1,142,DEF,5.9,MCI,20.00,cancelo
262,Ederson,6.1,110,GKP,4.4,MCI,18.03,ederson
263,Aké,4.7,38,DEF,4.2,MCI,8.09,ake
264,Laporte,5.8,108,DEF,5.1,MCI,18.62,laporte
265,Steffen,4.4,7,GKP,7.0,MCI,1.59,steffen
266,Bernardo,7.3,119,MID,4.8,MCI,16.30,bernardo
267,Dias,6.3,115,DEF,4.8,MCI,18.25,dias
268,Jesus,8.4,71,FWD,3.7,MCI,8.45,jesus
269,Zinchenko,5.3,34,DEF,4.2,MCI,6.42,zinchenko
270,Foden,7.9,91,MID,5.1,MCI,11.52,foden
271,Rodrigo,5.5,70,MID,3.3,MCI,12.73,rodrigo
272,Fernandinho,4.7,31,MID,2.4,MCI,6.60,fernandinho
273,Palmer,4.5,9,MID,2.2,MCI,2.00,palmer
274,McAtee,4.4,2,MID,1.0,MCI,0.45,mcatee
275,Kayky,5.0,1,FWD,1.0,MCI,0.20,kayky
276,Delap,4.5,1,FWD,1.0,MCI,0.22,delap
277,Cavani,8.4,29,FWD,2.6,MUN,3.45,cavani
278,de Gea,5.3,104,GKP,4.0,MUN,19.62,de gea
279,Matic,4.3,25,MID,1.9,MUN,5.81,matic
280,Pogba,7.4,51,MID,3.9,MUN,6.89,pogba
281,Maguire,5.4,63,DEF,2.9,MUN,11.67,maguire
282,Fred,4.9,68,MID,3.4,MUN,13.88,fred
283,Shaw,5.0,45,DEF,2.5,MUN,9.00,shaw
284,Lingard,6.7,23,MID,1.9,MUN,3.43,lingard
285,Fernandes,11.7,124,MID,5.0,MUN,10.60,fernandes
286,Telles,5.0,31,DEF,3.1,MUN,6.20,telles
287,Rashford,9.4,50,MID,3.1,MUN,5.32,rashford
288,Lindelöf,4.8,44,DEF,2.6,MUN,9.17,lindelof
289,McTominay,5.4,55,MID,2.4,MUN,10.19,mctominay
290,Bailly,4.9,2,DEF,0.5,MUN,0.41,bailly
291,Wan-Bissaka,5.1,33,DEF,2.1,MUN,6.47,wan-bissaka
292,Sancho,8.9,67,MID,3.2,MUN,7.53,sancho
293,Dalot,4.6,41,DEF,2.7,MUN,8.91,dalot
294,Elanga,4.8,25,MID,2.8,MUN,5.21,elanga
295,Varane,5.5,49,DEF,3.3,MUN,8.91,varane
296,Ronaldo,12.4,98,FWD,4.5,MUN,7.90,ronaldo
297,Jones,4.5,2,DEF,2.0,MUN,0.44,jones
298,Willock,5.7,50,MID,2.5,NEW,8.77,willock
299,Targett,4.7,52,DEF,2.7,NEW,11.06,targett
300,Burn,4.4,43,DEF,2.9,NEW,9.77,burn
301,Wood,6.7,56,FWD,2.5,NEW,8.36,wood
302,Shelvey,5.3,41,MID,2.6,NEW,7.74,shelvey
303,Ritchie,4.9,18,DEF,1.1,NEW,3.67,ritchie
304,Darlow,4.5,20,GKP,2.5,NEW,4.44,darlow
305,Dubravka,4.4,42,GKP,3.5,NEW,9.55,dubravka
306,Wilson,7.2,59,FWD,3.9,NEW,8.19,wilson
307,Fraser,5.3,47,MID,2.5,NEW,8.87,fraser
308,Lascelles,4.4,32,DEF,1.8,NEW,7.27,lascelles
309,Gayle,5.2,4,FWD,1.0,NEW,0.77,gayle
310,Dummett,4.5,7,DEF,2.3,NEW,1.56,dummett
311,Manquillo,3.9,34,DEF,2.3,NEW,8.72,manquillo
312,Krafth,4.3,13,DEF,1.4,NEW,3.02,krafth
313,Murphy,4.7,36,MID,1.9,NEW,7.66,murphy
314,Schär,4.3,37,DEF,2.6,NEW,8.60,schar
315,Saint-Maximin,6.9,91,FWD,4.0,NEW,13.19,saint-maximin
316,Almirón,5.1,29,MID,1.6,NEW,5.69,almiron
317,S.Longstaff,4.4,32,MID,2.1,NEW,7.27,s.longstaff
318,Joelinton,5.8,45,FWD,2.0,NEW,7.76,joelinton
319,Fernández,4.3,11,DEF,1.6,NEW,2.56,fernandez
320,Trippier,5.0,26,DEF,6.5,NEW,5.20,trippier
321,Bruno Guimarães,5.0,3,MID,1.0,NEW,0.60,bruno guimaraes
322,Gilmour,4.3,32,MID,2.1,NOR,7.44,gilmour
323,Williams,3.9,32,DEF,1.7,NOR,8.21,williams
324,Krul,4.5,54,GKP,2.8,NOR,12.00,krul
325,Pukki,5.8,83,FWD,3.5,NOR,14.31,pukki
326,Rupp,4.4,14,MID,1.4,NOR,3.18,rupp
327,McLean,4.9,47,MID,2.0,NOR,9.59,mclean
328,Hanley,4.4,50,DEF,2.4,NOR,11.36,hanley
329,Byram,4.4,2,DEF,0.4,NOR,0.45,byram
330,Dowell,5.1,15,MID,1.5,NOR,2.94,dowell
331,Aarons,4.3,45,DEF,1.9,NOR,10.47,aarons
332,Sørensen,4.3,8,DEF,1.3,NOR,1.86,sørensen
333,Placheta,4.7,15,MID,1.7,NOR,3.19,placheta
334,Idah,4.9,36,FWD,2.1,NOR,7.35,idah
335,Omobamidele,3.9,14,DEF,2.8,NOR,3.59,omobamidele
336,Gunn,4.0,23,GKP,3.8,NOR,5.75,gunn
337,Rashica,5.2,46,MID,2.4,NOR,8.85,rashica
338,Gibson,4.4,36,DEF,1.7,NOR,8.18,gibson
339,Giannoulis,4.4,23,DEF,2.1,NOR,5.23,giannoulis
340,Lees-Melou,4.8,37,MID,1.9,NOR,7.71,lees-melou
341,Sargent,5.4,51,FWD,2.4,NOR,9.44,sargent
342,Tzolis,4.8,13,MID,1.2,NOR,2.71,tzolis
343,Kabak,4.3,16,DEF,1.8,NOR,3.72,kabak
344,Normann,4.5,30,MID,2.5,NOR,6.67,normann
345,Rowe,4.4,4,MID,1.0,NOR,0.91,rowe
346,Walcott,5.8,12,MID,1.3,SOU,2.07,walcott
347,Forster,4.4,27,GKP,3.4,SOU,6.14,forster
348,McCarthy,4.4,53,GKP,3.5,SOU,12.05,mccarthy
349,Romeu,4.5,48,MID,2.1,SOU,10.67,romeu
350,Redmond,5.9,59,MID,3.1,SOU,10.00,redmond
351,Stephens,4.4,11,DEF,1.6,SOU,2.50,stephens
352,S.Armstrong,5.8,24,MID,2.0,SOU,4.14,s.armstrong
353,Ward-Prowse,6.5,102,MID,4.4,SOU,15.69,ward-prowse
354,Walker-Peters,4.8,54,DEF,2.8,SOU,11.25,walker-peters
355,Bednarek,4.4,71,DEF,3.5,SOU,16.14,bednarek
356,Adams,6.9,77,FWD,4.1,SOU,11.16,adams
357,Tella,4.7,17,MID,1.7,SOU,3.62,tella
358,Smallbone,4.5,2,MID,2.0,SOU,0.44,smallbone
359,Diallo,4.5,37,MID,2.1,SOU,8.22,diallo
360,Djenepo,5.2,10,MID,1.1,SOU,1.92,djenepo
361,Salisu,4.5,48,DEF,2.0,SOU,10.67,salisu
362,Perraud,4.8,30,DEF,2.3,SOU,6.25,perraud
363,Livramento,4.3,67,DEF,3.4,SOU,15.58,livramento
364,Elyounoussi,5.4,56,MID,3.1,SOU,10.37,elyounoussi
365,Broja,5.4,74,FWD,3.5,SOU,13.70,broja
366,Long,5.4,10,FWD,2.0,SOU,1.85,long
367,A.Armstrong,5.7,51,FWD,2.7,SOU,8.95,a.armstrong
368,Valery,3.9,2,DEF,2.0,SOU,0.51,valery
369,Lyanco,4.4,10,DEF,0.9,SOU,2.27,lyanco
370,Caballero,4.3,2,GKP,1.0,SOU,0.47,caballero
371,Lloris,5.4,89,GKP,3.9,TOT,16.48,lloris
372,Kane,12.2,83,FWD,3.8,TOT,6.80,kane
373,Son,10.8,127,MID,6.3,TOT,11.76,son
374,Doherty,4.7,11,DEF,1.4,TOT,2.34,doherty
375,Dier,4.6,71,DEF,3.5,TOT,15.43,dier
376,Lucas Moura,6.4,68,MID,3.1,TOT,10.62,lucas moura
377,Davies,4.5,42,DEF,3.0,TOT,9.33,davies
378,Højbjerg,4.9,69,MID,3.3,TOT,14.08,højbjerg
379,Winks,4.4,23,MID,2.1,TOT,5.23,winks
380,Sánchez,4.6,66,DEF,3.9,TOT,14.35,sanchez
381,Sessegnon,4.3,9,DEF,1.5,TOT,2.09,sessegnon
382,Bergwijn,5.9,37,MID,3.1,TOT,6.27,bergwijn
383,Reguilón,5.3,78,DEF,4.1,TOT,14.72,reguilon
384,Tanganga,4.2,29,DEF,2.6,TOT,6.90,tanganga
385,Skipp,4.4,34,MID,1.9,TOT,7.73,skipp
386,Rodon,4.2,1,DEF,1.0,TOT,0.24,rodon
387,Romero,4.8,14,DEF,1.4,TOT,2.92,romero
388,Emerson Royal,4.8,49,DEF,2.7,TOT,10.21,emerson royal
389,Kulusevski,6.0,14,MID,4.7,TOT,2.33,kulusevski
390,Bentancur,5.0,4,MID,1.3,TOT,0.80,bentancur
391,Sissoko,4.4,47,MID,2.1,WAT,10.68,sissoko
392,Foster,4.1,46,GKP,3.5,WAT,11.22,foster
393,Cathcart,4.3,37,DEF,1.8,WAT,8.60,cathcart
394,Cleverley,4.8,32,MID,1.7,WAT,6.67,cleverley
395,Femenía,4.3,37,DEF,2.2,WAT,8.60,femenia
396,Kabasele,4.3,5,DEF,1.0,WAT,1.16,kabasele
397,Troost-Ekong,4.3,17,DEF,1.1,WAT,3.95,troost-ekong
398,Bachmann,4.2,22,GKP,2.0,WAT,5.24,bachmann
399,Masina,4.3,12,DEF,1.1,WAT,2.79,masina
400,Sema,5.2,16,MID,1.3,WAT,3.08,sema
401,Fletcher,4.8,3,FWD,1.0,WAT,0.62,fletcher
402,Sierralta,4.3,5,DEF,1.0,WAT,1.16,sierralta
403,Sarr,5.7,61,MID,4.4,WAT,10.70,sarr
404,Ngakia,4.3,14,DEF,1.2,WAT,3.26,ngakia
405,Louza,5.2,13,MID,1.3,WAT,2.50,louza
406,João Pedro,5.4,37,FWD,2.1,WAT,6.85,joao pedro
407,Dennis,6.1,105,FWD,4.8,WAT,17.21,dennis
408,Etebo,4.3,7,MID,1.2,WAT,1.63,etebo
409,King,5.9,74,FWD,3.4,WAT,12.54,king
410,Cucho,5.0,35,FWD,1.9,WAT,7.00,cucho
411,Kucka,5.5,36,MID,1.8,WAT,6.55,kucka
412,Nkoulou,4.4,5,DEF,1.7,WAT,1.14,nkoulou
413,Kamara,4.5,19,DEF,3.2,WAT,4.22,kamara
414,Samir,4.5,17,DEF,2.8,WAT,3.78,samir
415,Kayembe,4.8,11,MID,2.2,WAT,2.29,kayembe
416,Zouma,5.4,43,DEF,3.1,WHU,7.96,zouma
